text,id,label,annotator,annotation_id,created_at,updated_at,lead_time
conda activate mindspore_py37,7891,"[{""start"": 0, ""end"": 6, ""text"": ""conda "", ""labels"": [""COM""]}, {""start"": 15, ""end"": 29, ""text"": ""mindspore_py37"", ""labels"": [""TOO""]}]",1,5621,2022-09-04T08:48:25.735994Z,2022-09-04T08:48:25.735994Z,9.161
conda create -n mindspore_py37 python=3.7.5 -y,7890,"[{""start"": 0, ""end"": 6, ""text"": ""conda "", ""labels"": [""COM""]}, {""start"": 16, ""end"": 31, ""text"": ""mindspore_py37 "", ""labels"": [""TOO""]}]",1,5620,2022-09-04T08:48:16.311035Z,2022-09-04T08:48:16.311035Z,13.421
创建虚拟环境，以Python 3.7.5为例：,7887,"[{""start"": 8, ""end"": 15, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 20, ""text"": ""3.7.5"", ""labels"": [""NUM""]}]",1,5617,2022-09-04T08:48:00.426961Z,2022-09-04T08:48:00.426961Z,10.923
安装完成后，可以为Conda设置清华源加速下载，参考[此处](https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/)。,7885,"[{""start"": 9, ""end"": 14, ""text"": ""Conda"", ""labels"": [""TOO""]}, {""start"": 16, ""end"": 19, ""text"": ""清华源"", ""labels"": [""NOU""]}, {""start"": 31, ""end"": 82, ""text"": ""https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/"", ""labels"": [""LIN""]}]",1,5615,2022-09-04T08:47:48.162265Z,2022-09-04T08:47:48.162265Z,32.382
curl -O https://mirrors.tuna.tsinghua.edu.cn/anaconda/miniconda/Miniconda3-py37_4.10.3-Linux-x86_64.sh,7878,"[{""start"": 0, ""end"": 5, ""text"": ""curl "", ""labels"": [""COM""]}, {""start"": 54, ""end"": 63, ""text"": ""miniconda"", ""labels"": [""TOO""]}]",1,5608,2022-09-04T08:47:10.464555Z,2022-09-04T08:47:10.464555Z,14.831
[Python](https://www.python.org/)可通过Conda进行安装。,7872,"[{""start"": 1, ""end"": 7, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 9, ""end"": 32, ""text"": ""https://www.python.org/"", ""labels"": [""LIN""]}, {""start"": 36, ""end"": 41, ""text"": ""Conda"", ""labels"": [""TOO""]}]",1,5602,2022-09-04T08:46:51.018053Z,2022-09-04T08:46:51.018053Z,28.598
|[Flex](#安装git-gmp-tclsh-patch-flex)|2.5.35及以上版本|MindSpore使用的词法分析器|,7864,"[{""start"": 11, ""end"": 35, ""text"": ""git-gmp-tclsh-patch-flex"", ""labels"": [""TOO""]}, {""start"": 37, ""end"": 43, ""text"": ""2.5.35"", ""labels"": [""NUM""]}, {""start"": 49, ""end"": 58, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 61, ""end"": 66, ""text"": ""词法分析器"", ""labels"": [""NOU""]}]",1,5594,2022-09-04T08:46:14.321104Z,2022-09-04T08:46:14.321104Z,27.606
|[gmp](#安装git-gmp-tclsh-patch-flex)|6.1.2|MindSpore使用的多精度算术库|,7863,"[{""start"": 10, ""end"": 34, ""text"": ""git-gmp-tclsh-patch-flex"", ""labels"": [""TOO""]}, {""start"": 36, ""end"": 41, ""text"": ""6.1.2"", ""labels"": [""NUM""]}, {""start"": 42, ""end"": 51, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 54, ""end"": 60, ""text"": ""多精度算术库"", ""labels"": [""NOU""]}]",1,5593,2022-09-04T08:45:46.449339Z,2022-09-04T08:45:46.449339Z,24.316
|[CMake](#安装cmake)|3.18.3及以上|编译构建MindSpore的工具|,7862,"[{""start"": 12, ""end"": 17, ""text"": ""cmake"", ""labels"": [""TOO""]}, {""start"": 19, ""end"": 25, ""text"": ""3.18.3"", ""labels"": [""NUM""]}]",1,5592,2022-09-04T08:45:21.873967Z,2022-09-04T08:45:21.873967Z,10.477
|[GCC](#安装gcc)|7.3.0|用于编译MindSpore的C++编译器|,7860,"[{""start"": 10, ""end"": 13, ""text"": ""gcc"", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 20, ""text"": ""7.3.0"", ""labels"": [""NUM""]}, {""start"": 25, ""end"": 34, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 35, ""end"": 38, ""text"": ""C++"", ""labels"": [""TOO""]}]",1,5590,2022-09-04T08:45:08.922617Z,2022-09-04T08:45:08.922617Z,22.823
|[Python](#安装python)|3.7-3.9|MindSpore的使用依赖Python环境|,7858,"[{""start"": 13, ""end"": 19, ""text"": ""python"", ""labels"": [""TOO""]}, {""start"": 21, ""end"": 24, ""text"": ""3.7"", ""labels"": [""NUM""]}, {""start"": 25, ""end"": 28, ""text"": ""3.9"", ""labels"": [""NUM""]}, {""start"": 29, ""end"": 38, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 43, ""end"": 49, ""text"": ""Python"", ""labels"": [""TOO""]}]",1,5588,2022-09-04T08:44:42.785906Z,2022-09-04T08:44:42.785906Z,36.406
|Ubuntu 18.04/CentOS 7.6/EulerOS 2.8|-|编译和运行MindSpore的操作系统|,7857,"[{""start"": 1, ""end"": 13, ""text"": ""Ubuntu 18.04"", ""labels"": [""SYS""]}, {""start"": 14, ""end"": 24, ""text"": ""CentOS 7.6"", ""labels"": [""SYS""]}, {""start"": 25, ""end"": 36, ""text"": ""EulerOS 2.8"", ""labels"": [""SYS""]}, {""start"": 44, ""end"": 53, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,5587,2022-09-04T08:44:06.105626Z,2022-09-04T08:44:06.105626Z,34.009
下表列出了编译安装MindSpore所需的系统环境和第三方依赖。,7853,"[{""start"": 9, ""end"": 18, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 21, ""end"": 25, ""text"": ""系统环境"", ""labels"": [""NOU""]}, {""start"": 29, ""end"": 31, ""text"": ""依赖"", ""labels"": [""NOU""]}]",1,5583,2022-09-04T08:43:29.050699Z,2022-09-04T08:43:29.050699Z,19.509
现在您可以跳转到[从代码仓下载源码](#从代码仓下载源码)小节开始下载编译MindSpore。,7847,"[{""start"": 10, ""end"": 12, ""text"": ""代码"", ""labels"": [""NOU""]}, {""start"": 15, ""end"": 17, ""text"": ""源码"", ""labels"": [""NOU""]}, {""start"": 21, ""end"": 23, ""text"": ""代码"", ""labels"": [""NOU""]}, {""start"": 26, ""end"": 28, ""text"": ""源码"", ""labels"": [""NOU""]}, {""start"": 37, ""end"": 46, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,5577,2022-09-04T08:43:05.467115Z,2022-09-04T08:43:05.468113Z,42.695
conda activate mindspore_py37,7844,"[{""start"": 0, ""end"": 6, ""text"": ""conda "", ""labels"": [""COM""]}, {""start"": 15, ""end"": 29, ""text"": ""mindspore_py37"", ""labels"": [""TOO""]}]",1,5574,2022-09-04T08:42:20.779381Z,2022-09-04T08:42:20.779381Z,12.552
以Python 3.7为例，执行以下命令激活虚拟环境。,7841,"[{""start"": 1, ""end"": 8, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 8, ""end"": 11, ""text"": ""3.7"", ""labels"": [""NUM""]}, {""start"": 18, ""end"": 20, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 22, ""end"": 26, ""text"": ""虚拟环境"", ""labels"": [""NOU""]}]",1,5571,2022-09-04T08:42:06.340526Z,2022-09-04T08:42:06.340526Z,20.699
自动安装脚本会为MindSpore创建名为`mindspore_pyXX`的虚拟环境。其中`XX`为Python版本，如Python 3.7则虚拟环境名为`mindspore_py37`。执行以下命令查看所有虚拟环境。,7835,"[{""start"": 4, ""end"": 6, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 8, ""end"": 17, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 38, ""end"": 42, ""text"": ""虚拟环境"", ""labels"": [""NOU""]}, {""start"": 60, ""end"": 67, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 67, ""end"": 70, ""text"": ""3.7"", ""labels"": [""NUM""]}, {""start"": 98, ""end"": 100, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 104, ""end"": 108, ""text"": ""虚拟环境"", ""labels"": [""NOU""]}]",1,5565,2022-09-04T08:41:41.130149Z,2022-09-04T08:41:41.130149Z,63.55
自动安装脚本执行完成后，需要重新打开终端窗口以使环境变量生效。,7833,"[{""start"": 18, ""end"": 22, ""text"": ""终端窗口"", ""labels"": [""NOU""]}, {""start"": 24, ""end"": 28, ""text"": ""环境变量"", ""labels"": [""NOU""]}]",1,5563,2022-09-04T08:40:36.232382Z,2022-09-04T08:40:36.232382Z,12.444
- 安装Python3和pip3，并设为默认。,7831,"[{""start"": 4, ""end"": 10, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 12, ""end"": 15, ""text"": ""pip"", ""labels"": [""TOO""]}, {""start"": 10, ""end"": 11, ""text"": ""3"", ""labels"": [""NUM""]}, {""start"": 15, ""end"": 16, ""text"": ""3"", ""labels"": [""NUM""]}]",1,5561,2022-09-04T08:40:22.458622Z,2022-09-04T08:40:22.458622Z,21.48
- 安装MindSpore所需的编译依赖，如GCC，CMake等。,7830,"[{""start"": 4, ""end"": 13, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 22, ""end"": 25, ""text"": ""GCC"", ""labels"": [""TOO""]}, {""start"": 26, ""end"": 31, ""text"": ""CMake"", ""labels"": [""TOO""]}]",1,5560,2022-09-04T08:40:00.714513Z,2022-09-04T08:40:00.714513Z,17.055
# 如需指定安装Python 3.9，且指定LOCAL_ASCEND路径为/home/xxx/Ascend，使用以下方式,7824,"[{""start"": 8, ""end"": 15, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 18, ""text"": ""3.9"", ""labels"": [""NUM""]}]",1,5554,2022-09-04T08:39:39.297408Z,2022-09-04T08:39:39.297408Z,11.156
# 默认安装Python 3.7,7821,"[{""start"": 6, ""end"": 13, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 13, ""end"": 16, ""text"": ""3.7"", ""labels"": [""NUM""]}]",1,5551,2022-09-04T08:39:25.337462Z,2022-09-04T08:39:25.337462Z,11.08
wget https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend-source.sh,7820,"[{""start"": 0, ""end"": 5, ""text"": ""wget "", ""labels"": [""COM""]}, {""start"": 23, ""end"": 32, ""text"": ""mindspore"", ""labels"": [""TOO""]}, {""start"": 33, ""end"": 42, ""text"": ""mindspore"", ""labels"": [""TOO""]}]",1,5550,2022-09-04T08:39:13.994942Z,2022-09-04T08:39:13.994942Z,17.318
使用以下命令获取自动安装脚本并执行。通过自动安装脚本配置的环境，仅支持编译MindSpore>=1.6.0。,7817,"[{""start"": 4, ""end"": 6, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 12, ""end"": 14, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 24, ""end"": 26, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 37, ""end"": 46, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 48, ""end"": 53, ""text"": ""1.6.0"", ""labels"": [""NUM""]}]",1,5547,2022-09-04T08:38:54.491094Z,2022-09-04T08:38:54.491094Z,30.127
在使用自动安装脚本之前，需要确保系统正确安装了昇腾AI处理器配套软件包。如果没有安装，请先参考[安装昇腾AI处理器配套软件包](#安装昇腾ai处理器配套软件包)小节进行安装。,7815,"[{""start"": 7, ""end"": 9, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 23, ""end"": 35, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}]",1,5545,2022-09-04T08:38:23.292633Z,2022-09-04T08:38:23.292633Z,15.442
- 如果您的系统是Ubuntu 18.04/CentOS 7.6，或者已经安装了部分依赖，如Python，GCC等，则推荐参照[环境准备-手动](#环境准备-手动)小节的安装步骤手动安装。,7811,"[{""start"": 9, ""end"": 21, ""text"": ""Ubuntu 18.04"", ""labels"": [""SYS""]}, {""start"": 22, ""end"": 32, ""text"": ""CentOS 7.6"", ""labels"": [""SYS""]}, {""start"": 46, ""end"": 52, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 53, ""end"": 56, ""text"": ""GCC"", ""labels"": [""TOO""]}]",1,5541,2022-09-04T08:38:05.109239Z,2022-09-04T08:38:05.109239Z,36.732
- 如果您想在一个已经配置好昇腾AI处理器配套软件包的EulerOS 2.8上配置一个可以编译MindSpore的环境，可以使用[自动安装脚本](https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend-source.sh)进行一键式配置，参见[环境准备-自动，推荐](#环境准备-自动推荐)小节。自动安装脚本会安装编译MindSpore所需的依赖。,7809,"[{""start"": 27, ""end"": 38, ""text"": ""EulerOS 2.8"", ""labels"": [""TOO""]}, {""start"": 14, ""end"": 26, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 47, ""end"": 56, ""text"": ""MindSpore"", ""labels"": [""NOU""]}, {""start"": 69, ""end"": 71, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 73, ""end"": 160, ""text"": ""https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend-source.sh"", ""labels"": [""LIN""]}, {""start"": 202, ""end"": 204, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 209, ""end"": 218, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,5539,2022-09-04T08:37:26.816050Z,2022-09-04T08:37:26.816050Z,69.595
本文档介绍如何在Ascend 310环境的Linux系统上，使用源码编译方式快速安装MindSpore，Ascend 310版本仅支持推理。,7807,"[{""start"": 21, ""end"": 26, ""text"": ""Linux"", ""labels"": [""SYS""]}, {""start"": 8, ""end"": 15, ""text"": ""Ascend "", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 18, ""text"": ""310"", ""labels"": [""NUM""]}, {""start"": 32, ""end"": 38, ""text"": ""源码编译方式"", ""labels"": [""MET""]}, {""start"": 42, ""end"": 51, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 52, ""end"": 59, ""text"": ""Ascend "", ""labels"": [""NUM""]}, {""start"": 59, ""end"": 62, ""text"": ""310"", ""labels"": [""NUM""]}]",1,5537,2022-09-04T08:36:15.748505Z,2022-09-04T08:36:15.748505Z,58.345
    - [从代码仓下载源码](#从代码仓下载源码),7797,"[{""start"": 8, ""end"": 10, ""text"": ""代码"", ""labels"": [""NOU""]}, {""start"": 13, ""end"": 15, ""text"": ""源码"", ""labels"": [""NOU""]}, {""start"": 24, ""end"": 26, ""text"": ""源码"", ""labels"": [""NOU""]}, {""start"": 19, ""end"": 21, ""text"": ""代码"", ""labels"": [""NOU""]}]",1,5527,2022-09-04T08:35:08.101103Z,2022-09-04T08:35:08.101103Z,20.358
- [源码编译方式安装MindSpore Ascend 310版本](#源码编译方式安装mindspore-ascend-310版本),7789,"[{""start"": 3, ""end"": 9, ""text"": ""源码编译方式"", ""labels"": [""MET""]}, {""start"": 11, ""end"": 28, ""text"": ""MindSpore Ascend "", ""labels"": [""TOO""]}, {""start"": 28, ""end"": 31, ""text"": ""310"", ""labels"": [""NUM""]}, {""start"": 36, ""end"": 42, ""text"": ""源码编译方式"", ""labels"": [""MET""]}, {""start"": 44, ""end"": 60, ""text"": ""mindspore-ascend"", ""labels"": [""TOO""]}, {""start"": 61, ""end"": 64, ""text"": ""310"", ""labels"": [""NUM""]}]",1,5519,2022-09-04T08:34:39.166512Z,2022-09-04T08:34:39.166512Z,41.938
# 源码编译方式安装MindSpore Ascend 310版本,7785,"[{""start"": 2, ""end"": 8, ""text"": ""源码编译方式"", ""labels"": [""MET""]}, {""start"": 10, ""end"": 26, ""text"": ""MindSpore Ascend"", ""labels"": [""TOO""]}, {""start"": 27, ""end"": 30, ""text"": ""310"", ""labels"": [""NUM""]}]",1,5515,2022-09-04T08:33:54.706840Z,2022-09-04T08:33:54.706840Z,19.725
"创建目录放置样例代码工程，例如`/home/HwHiAiUser/Ascend/ascend-toolkit/20.0.RC1/acllib_linux.arm64/sample/acl_execute_model/ascend310_single_op_sample`，代码可以从[官网示例下载](https://obs.dualstack.cn-north-4.myhuaweicloud.com/mindspore-website/sample_resources/ascend310_single_op_sample.zip)获取，这是一个`[1, 2, 3, 4]`与`[2, 3, 4, 5]`相加的简单样例，代码工程目录结构如下:",7745,"[{""start"": 136, ""end"": 138, ""text"": ""代码"", ""labels"": [""NOU""]}, {""start"": 150, ""end"": 266, ""text"": ""https://obs.dualstack.cn-north-4.myhuaweicloud.com/mindspore-website/sample_resources/ascend310_single_op_sample.zip"", ""labels"": [""LIN""]}]",1,5475,2022-09-04T08:33:11.122694Z,2022-09-04T08:33:11.122694Z,20.959
安装好MindSpore之后，需要导出Runtime相关环境变量，下述命令中`LOCAL_ASCEND=/usr/local/Ascend`的`/usr/local/Ascend`表示配套软件包的安装路径，需注意将其改为配套软件包的实际安装路径。,7715,"[{""start"": 19, ""end"": 26, ""text"": ""Runtime"", ""labels"": [""NOU""]}, {""start"": 28, ""end"": 32, ""text"": ""环境变量"", ""labels"": [""NOU""]}]",1,5445,2022-09-04T08:32:26.818699Z,2022-09-04T08:32:26.818699Z,16.29
在联网状态下，安装whl包时会自动下载MindSpore安装包的依赖项（依赖项详情参见[setup.py](https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py)中的required_package），其余情况需自行安装。运行模型时，需要根据[ModelZoo](https://gitee.com/mindspore/models/tree/r1.7/)中不同模型指定的requirements.txt安装额外依赖，常见依赖可以参考[requirements.txt](https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt)。,7711,"[{""start"": 9, ""end"": 12, ""text"": ""whl"", ""labels"": [""TOO""]}, {""start"": 19, ""end"": 28, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 36, ""end"": 38, ""text"": ""依赖"", ""labels"": [""NOU""]}, {""start"": 54, ""end"": 110, ""text"": ""https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py"", ""labels"": [""LIN""]}, {""start"": 152, ""end"": 160, ""text"": ""ModelZoo"", ""labels"": [""TOO""]}, {""start"": 162, ""end"": 207, ""text"": ""https://gitee.com/mindspore/models/tree/r1.7/"", ""labels"": [""LIN""]}, {""start"": 241, ""end"": 243, ""text"": ""依赖"", ""labels"": [""NOU""]}, {""start"": 266, ""end"": 330, ""text"": ""https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt"", ""labels"": [""LIN""]}]",1,5441,2022-09-04T08:32:07.897253Z,2022-09-04T08:32:07.897253Z,57.6
# aarch64 + Python3.9,7707,"[{""start"": 2, ""end"": 7, ""text"": ""aarch"", ""labels"": [""TOO""]}, {""start"": 7, ""end"": 9, ""text"": ""64"", ""labels"": [""NUM""]}, {""start"": 18, ""end"": 21, ""text"": ""3.9"", ""labels"": [""NUM""]}, {""start"": 12, ""end"": 18, ""text"": ""Python"", ""labels"": [""TOO""]}]",1,5437,2022-09-04T08:31:06.270466Z,2022-09-04T08:31:06.270466Z,25.173
# aarch64 + Python3.8,7705,"[{""start"": 2, ""end"": 7, ""text"": ""aarch"", ""labels"": [""TOO""]}, {""start"": 12, ""end"": 18, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 7, ""end"": 9, ""text"": ""64"", ""labels"": [""NUM""]}, {""start"": 18, ""end"": 21, ""text"": ""3.8"", ""labels"": [""NUM""]}]",1,5435,2022-09-04T08:30:39.084585Z,2022-09-04T08:30:39.084585Z,1037.416
# aarch64 + Python3.7,7703,"[{""start"": 2, ""end"": 7, ""text"": ""aarch"", ""labels"": [""TOO""]}, {""start"": 12, ""end"": 18, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 7, ""end"": 9, ""text"": ""64"", ""labels"": [""NUM""]}, {""start"": 18, ""end"": 21, ""text"": ""3.7"", ""labels"": [""NUM""]}]",1,5433,2022-09-04T08:13:20.207353Z,2022-09-04T08:13:20.207353Z,22.452
# x86_64 + Python3.9,7701,"[{""start"": 11, ""end"": 17, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 17, ""end"": 20, ""text"": ""3.9"", ""labels"": [""NUM""]}]",1,5431,2022-09-04T08:12:55.143877Z,2022-09-04T08:12:55.143877Z,16.769
# x86_64 + Python3.7,7697,"[{""start"": 11, ""end"": 17, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 17, ""end"": 20, ""text"": ""3.7"", ""labels"": [""NUM""]}]",1,5427,2022-09-04T08:12:34.223213Z,2022-09-04T08:12:34.223213Z,14.809
然后根据系统架构及Python版本执行如下命令安装MindSpore。,7694,"[{""start"": 9, ""end"": 15, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 21, ""end"": 23, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 25, ""end"": 34, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,5424,2022-09-04T08:12:17.488433Z,2022-09-04T08:12:17.488433Z,22.392
首先参考[版本列表](https://www.mindspore.cn/versions)选择想要安装的MindSpore版本，并进行SHA-256完整性校验。以1.7.0版本为例，执行以下命令。,7688,"[{""start"": 5, ""end"": 7, ""text"": ""版本"", ""labels"": [""NOU""]}, {""start"": 11, ""end"": 44, ""text"": ""https://www.mindspore.cn/versions"", ""labels"": [""LIN""]}, {""start"": 52, ""end"": 61, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 81, ""end"": 86, ""text"": ""1.7.0"", ""labels"": [""NUM""]}, {""start"": 95, ""end"": 97, ""text"": ""命令"", ""labels"": [""NOU""]}]",1,5418,2022-09-04T08:11:50.585727Z,2022-09-04T08:11:50.586722Z,45.796
"    echo -e ""export PATH=/usr/local/cmake-3.19.8/bin:\$PATH"" >> ~/.bashrc",7682,"[{""start"": 4, ""end"": 9, ""text"": ""echo "", ""labels"": [""COM""]}, {""start"": 36, ""end"": 41, ""text"": ""cmake"", ""labels"": [""TOO""]}, {""start"": 42, ""end"": 48, ""text"": ""3.19.8"", ""labels"": [""NUM""]}]",1,5412,2022-09-04T08:11:00.234044Z,2022-09-04T08:11:00.234044Z,20.695
    sudo bash cmake-3.19.8-Linux-*.sh --prefix=/usr/local/cmake-3.19.8 --exclude-subdir,7676,"[{""start"": 4, ""end"": 8, ""text"": ""sudo"", ""labels"": [""COM""]}, {""start"": 14, ""end"": 19, ""text"": ""cmake"", ""labels"": [""TOO""]}, {""start"": 20, ""end"": 26, ""text"": ""3.19.8"", ""labels"": [""NUM""]}]",1,5406,2022-09-04T08:10:33.744176Z,2022-09-04T08:10:33.744176Z,19.435
    sudo mkdir /usr/local/cmake-3.19.8,7675,"[{""start"": 4, ""end"": 9, ""text"": ""sudo "", ""labels"": [""COM""]}, {""start"": 26, ""end"": 31, ""text"": ""cmake"", ""labels"": [""NUM""]}, {""start"": 32, ""end"": 38, ""text"": ""3.19.8"", ""labels"": [""NUM""]}]",1,5405,2022-09-04T08:10:14.041947Z,2022-09-04T08:10:14.041947Z,24.911
    执行安装脚本安装CMake，默认安装到`/usr/local`目录下。,7672,"[{""start"": 8, ""end"": 10, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 12, ""end"": 17, ""text"": ""CMake"", ""labels"": [""TOO""]}]",1,5402,2022-09-04T08:09:46.903292Z,2022-09-04T08:09:46.903292Z,12.699
- Ubuntu 18.04可以通过以下命令安装[CMake](https://cmake.org/)。,7653,"[{""start"": 25, ""end"": 30, ""text"": ""CMake"", ""labels"": [""TOO""]}, {""start"": 32, ""end"": 50, ""text"": ""https://cmake.org/"", ""labels"": [""LIN""]}]",1,5383,2022-09-04T08:09:09.952909Z,2022-09-04T08:09:09.952909Z,12.642
    sudo yum install gcc -y,7634,"[{""start"": 4, ""end"": 9, ""text"": ""sudo "", ""labels"": [""COM""]}, {""start"": 21, ""end"": 25, ""text"": ""gcc "", ""labels"": [""TOO""]}]",1,5364,2022-09-04T08:08:39.980056Z,2022-09-04T08:08:39.980056Z,10.822
    安装完成后，需要使用如下命令切换到GCC 7。,7625,"[{""start"": 16, ""end"": 18, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 21, ""end"": 24, ""text"": ""GCC"", ""labels"": [""TOO""]}, {""start"": 25, ""end"": 26, ""text"": ""7"", ""labels"": [""NUM""]}]",1,5355,2022-09-04T08:08:20.626075Z,2022-09-04T08:08:20.626075Z,19.521
    sudo apt-get install gcc-7 -y,7615,"[{""start"": 4, ""end"": 9, ""text"": ""sudo "", ""labels"": [""COM""]}, {""start"": 25, ""end"": 28, ""text"": ""gcc"", ""labels"": [""TOO""]}]",1,5345,2022-09-04T08:07:52.191819Z,2022-09-04T08:07:52.191819Z,11.621
pip install /usr/local/Ascend/ascend-toolkit/latest/fwkacllib/lib64/hccl-*-py3-none-any.whl,7607,"[{""start"": 0, ""end"": 11, ""text"": ""pip install"", ""labels"": [""COM""]}, {""start"": 23, ""end"": 29, ""text"": ""Ascend"", ""labels"": [""TOO""]}]",1,5337,2022-09-04T08:07:32.760098Z,2022-09-04T08:07:32.761101Z,10.317
pip install /usr/local/Ascend/ascend-toolkit/latest/fwkacllib/lib64/te-*-py3-none-any.whl,7606,"[{""start"": 0, ""end"": 11, ""text"": ""pip install"", ""labels"": [""COM""]}, {""start"": 23, ""end"": 29, ""text"": ""Ascend"", ""labels"": [""TOO""]}]",1,5336,2022-09-04T08:07:22.185633Z,2022-09-04T08:07:22.185633Z,19.169
pip install /usr/local/Ascend/ascend-toolkit/latest/fwkacllib/lib64/topi-*-py3-none-any.whl,7605,"[{""start"": 0, ""end"": 4, ""text"": ""pip "", ""labels"": [""COM""]}, {""start"": 23, ""end"": 29, ""text"": ""Ascend"", ""labels"": [""TOO""]}]",1,5335,2022-09-04T08:07:02.761019Z,2022-09-04T08:07:02.761019Z,11.551
安装昇腾AI处理器配套软件包提供的whl包，whl包随配套软件包发布。如果之前安装过昇腾AI处理器配套软件包，需要先使用如下命令卸载相应的包。,7596,"[{""start"": 4, ""end"": 14, ""text"": ""AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 17, ""end"": 20, ""text"": ""whl"", ""labels"": [""TOO""]}, {""start"": 62, ""end"": 64, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 42, ""end"": 54, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}]",1,5326,2022-09-04T08:06:41.120037Z,2022-09-04T08:06:41.120037Z,25.842
安装包默认安装路径为`/usr/local/Ascend`。安装后确认当前用户有权限访问昇腾AI处理器配套软件包的安装路径，若无权限，需要root用户将当前用户添加到`/usr/local/Ascend`所在的用户组。,7594,"[{""start"": 37, ""end"": 39, ""text"": ""用户"", ""labels"": [""PER""]}, {""start"": 40, ""end"": 42, ""text"": ""权限"", ""labels"": [""NOU""]}, {""start"": 44, ""end"": 56, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 64, ""end"": 66, ""text"": ""权限"", ""labels"": [""NOU""]}, {""start"": 69, ""end"": 75, ""text"": ""root用户"", ""labels"": [""PER""]}, {""start"": 78, ""end"": 80, ""text"": ""用户"", ""labels"": [""PER""]}]",1,5324,2022-09-04T08:06:14.022435Z,2022-09-04T08:06:14.022435Z,89.91
